date	country	variant	sequences
2043-01-25	north	20	32
2043-01-25	south	19	1
2043-01-25	south	20	1
2043-01-25	tropics	19	13
2043-01-25	tropics	20	12
2043-02-01	north	19	97
2043-02-01	north	20	38
2043-02-01	south	19	1
2043-02-01	tropics	19	10
2043-02-01	tropics	20	17
2043-02-08	north	19	123
2043-02-08	north	20	31
2043-02-08	south	20	1
2043-02-08	tropics	19	9
2043-02-08	tropics	20	25
2043-02-15	north	19	151
2043-02-15	north	20	55
2043-02-15	tropics	19	11
2043-02-15	tropics	20	29
2043-02-22	north	19	137
2043-02-22	north	20	64
2043-02-22	tropics	19	8
2043-02-22	tropics	20	28
2043-03-01	north	19	138
2043-03-01	north	20	67
2043-03-01	tropics	19	10
2043-03-01	tropics	20	18
2043-03-08	north	18	1
2043-03-08	north	19	124
2043-03-08	north	20	76
2043-03-08	south	19	1
2043-03-08	south	20	1
2043-03-08	tropics	19	10
2043-03-08	tropics	20	22
2043-03-15	north	17	1
2043-03-15	north	19	137
2043-03-15	north	20	63
2043-03-15	south	20	1
2043-03-15	tropics	19	5
2043-03-15	tropics	20	24
2043-03-22	north	18	1
2043-03-22	north	19	99
2043-03-22	north	20	73
2043-03-22	south	19	1
2043-03-22	south	20	2
2043-03-22	tropics	19	6
2043-03-22	tropics	20	28
2043-03-29	north	19	94
2043-03-29	north	20	71
2043-03-29	south	20	1
2043-03-29	tropics	19	11
2043-03-29	tropics	20	28
2043-04-05	north	18	1
2043-04-05	north	19	72
2043-04-05	north	20	69
2043-04-05	south	19	2
2043-04-05	tropics	19	6
2043-04-05	tropics	20	24
2043-04-12	north	19	66
2043-04-12	north	20	52
2043-04-12	south	19	2
2043-04-12	tropics	19	6
2043-04-12	tropics	20	30
2043-04-19	north	19	53
2043-04-19	north	20	38
2043-04-19	south	20	3
2043-04-19	tropics	19	4
2043-04-19	tropics	20	24
2043-04-26	north	19	37
2043-04-26	north	20	28
2043-04-26	south	19	1
2043-04-26	south	20	2
2043-04-26	tropics	19	2
2043-04-26	tropics	20	22
2043-05-03	north	18	2
2043-05-03	north	19	32
2043-05-03	north	20	30
2043-05-03	south	19	2
2043-05-03	south	20	1
2043-05-03	tropics	19	3
2043-05-03	tropics	20	28
2043-05-10	north	19	18
2043-05-10	north	20	23
2043-05-10	south	19	3
2043-05-10	tropics	19	7
2043-05-10	tropics	20	32
2043-05-17	north	19	13
2043-05-17	north	20	13
2043-05-17	south	19	1
2043-05-17	south	20	1
2043-05-17	tropics	19	3
2043-05-17	tropics	20	25
2043-05-24	north	19	9
2043-05-24	north	20	12
2043-05-24	south	19	1
2043-05-24	south	20	3
2043-05-24	tropics	19	3
2043-05-24	tropics	20	26
2043-05-31	north	19	8
2043-05-31	north	20	3
2043-05-31	south	20	3
2043-05-31	tropics	20	17
2043-06-07	north	19	8
2043-06-07	north	20	7
2043-06-07	south	19	2
2043-06-07	south	20	3
2043-06-07	tropics	19	1
2043-06-07	tropics	20	34
2043-06-14	north	19	5
2043-06-14	north	20	2
2043-06-14	south	19	2
2043-06-14	south	20	1
2043-06-14	tropics	19	4
2043-06-14	tropics	20	25
2043-06-21	north	19	2
2043-06-21	north	20	1
2043-06-21	south	19	1
2043-06-21	south	20	9
2043-06-21	tropics	19	5
2043-06-21	tropics	20	35
2043-06-28	north	19	3
2043-06-28	north	20	3
2043-06-28	south	19	4
2043-06-28	south	20	8
2043-06-28	tropics	20	18
2043-07-05	north	19	2
2043-07-05	south	19	1
2043-07-05	south	20	10
2043-07-05	tropics	19	3
2043-07-05	tropics	20	19
2043-07-12	north	19	1
2043-07-12	north	20	2
2043-07-12	south	19	4
2043-07-12	south	20	11
2043-07-12	tropics	19	1
2043-07-12	tropics	20	22
2043-07-19	north	19	1
2043-07-19	north	20	1
2043-07-19	south	19	1
2043-07-19	south	20	5
2043-07-19	south	21	1
2043-07-19	tropics	19	1
2043-07-19	tropics	20	18
2043-07-26	north	20	1
2043-07-26	south	19	1
2043-07-26	south	20	10
2043-07-26	south	21	2
2043-07-26	tropics	19	1
2043-07-26	tropics	20	20
2043-08-02	south	19	6
2043-08-02	south	20	15
2043-08-02	south	21	3
2043-08-02	tropics	19	1
2043-08-02	tropics	20	21
2043-08-09	south	19	4
2043-08-09	south	20	15
2043-08-09	south	21	4
2043-08-09	tropics	19	3
2043-08-09	tropics	20	14
2043-08-16	south	19	3
2043-08-16	south	20	8
2043-08-16	south	21	3
2043-08-16	tropics	19	2
2043-08-16	tropics	20	21
2043-08-23	north	19	1
2043-08-23	south	19	3
2043-08-23	south	20	17
2043-08-23	south	21	9
2043-08-23	tropics	20	9
2043-08-30	north	20	1
2043-08-30	south	19	6
2043-08-30	south	20	22
2043-08-30	south	21	8
2043-08-30	tropics	19	1
2043-08-30	tropics	20	24
2043-09-06	north	20	1
2043-09-06	south	19	7
2043-09-06	south	20	22
2043-09-06	south	21	13
2043-09-06	tropics	20	16
2043-09-13	north	20	1
2043-09-13	south	19	8
2043-09-13	south	20	20
2043-09-13	south	21	19
2043-09-13	tropics	19	1
2043-09-13	tropics	20	12
2043-09-20	south	19	9
2043-09-20	south	20	31
2043-09-20	south	21	26
2043-09-20	tropics	20	17
2043-09-27	north	20	1
2043-09-27	south	19	2
2043-09-27	south	20	32
2043-09-27	south	21	41
2043-09-27	tropics	19	1
2043-09-27	tropics	20	11
2043-09-27	tropics	21	1
